orig.ident,nCount_RNA,nFeature_RNA,mouse,p28,percent_mito,log10GenesPerUMI,percent_ribo,S.Score,G2M.Score,Phase,pANN,DF_classifications,RNA_snn_res.0.2,seurat_clusters,th17_signature1,th1_signature1,th2_signature1,treg_signature1,RNA_snn_res.0.8,combined_clusters
UK-3136-5-p28floxed-471,3244,1429,5,p28floxed,3.6683107274969173,0.8985928742710345,19.821208384710236,-0.01852510366113147,0.006521744105816102,G2M,0.212751677852349,Singlet,0,5,-0.5102405116403009,0.37958379866832104,0.24813790319740642,-0.4673840353895223,5,Th1
UK-3136-5-p28floxed-471,4032,1387,5,p28floxed,2.9265873015873014,0.8714626475285346,32.63888888888889,-0.005286942322944979,-0.03280813420402104,G1,0.18523489932885906,Singlet,0,1,-0.3194122499871943,0.028569091167825134,-0.09129779189200103,-0.4639061130277838,1,Th1
UK-3136-5-p28floxed-471,2617,1125,5,p28floxed,1.9870080244554833,0.892723155000457,25.066870462361486,-0.0487204073481495,-0.09349910402158948,G1,0.14228187919463087,Singlet,0,2,-0.44880276741825537,-0.17288529029886002,-0.09564227481350934,0.22566477875294033,2,Th1
UK-3136-5-p28floxed-471,2107,1025,5,p28floxed,2.420503084954912,0.9058446883361316,21.73706691979117,0.05606617713785601,-0.04542611842713065,S,0.14228187919463087,Singlet,0,5,-0.4254385003299624,0.8873028366804881,-0.11473119463804052,-0.30464114218880584,5,Th1
UK-3136-5-p28floxed-471,4252,1656,5,p28floxed,1.8579492003762934,0.887137274826268,20.696142991533396,-0.06603734886458733,-0.1261330592219863,G1,0.1912751677852349,Singlet,0,2,-0.40286300959537974,-0.006624314147089305,-0.1012449911911612,1.3044935091804093,2,Th1
UK-3136-5-p28floxed-471,3723,1579,5,p28floxed,3.0620467365028206,0.8956813036873851,25.70507655116841,-0.1267460056969857,-0.07100455174127412,G1,0.23221476510067113,Singlet,0,2,-0.2719373980496958,0.12920154465978073,0.20824738035717585,-0.3791612605071746,2,Th1
UK-3136-5-p28floxed-471,2639,1249,5,p28floxed,4.357711254262978,0.9050467026320699,18.529746115953014,0.08162795570764882,-0.10623910062249514,S,0.12953020134228188,Singlet,2,5,-0.2796086488425413,-0.27895926606012833,-0.10372806899481944,0.00571730129804926,5,Th1
UK-3136-5-p28floxed-471,4172,1699,5,p28floxed,3.0680728667305845,0.892233752211936,22.651006711409398,-0.015814240662087878,-0.07987647823944123,G1,0.30268456375838926,Singlet,0,2,-0.2962418210224923,-0.14410723872572423,-0.11462271026842114,-0.507849552314378,2,Th1
UK-3136-5-p28floxed-471,3899,1566,5,p28floxed,2.000512952038984,0.8896779068064578,27.750705309053604,0.09843731658249019,-0.03625852142994404,S,0.18791946308724833,Singlet,0,5,-0.5099938322220257,0.4358664322642726,-0.10049530836089202,0.34266381873108653,5,Th1
UK-3136-5-p28floxed-471,3272,1279,5,p28floxed,2.9951100244498776,0.8839361535643918,23.96088019559902,-0.08541168540095573,-0.04908359459512249,G1,0.19328859060402684,Singlet,0,1,-0.4566779838264034,0.2702234406380458,0.2630395064372544,-0.14167790490232435,1,Th1
